State,Year,Type_code,Type,Gender,Age_group,Total
Andhra Pradesh,2003,Causes,Death of Dear Person,Female,0-14,0
Andhra Pradesh,2003,Causes,Failure in Examination,Female,0-14,22
Andhra Pradesh,2003,Causes,Fall in Social Reputation,Female,0-14,3
Andhra Pradesh,2003,Causes,Fall in Social Reputation,Male,0-14,1
Andhra Pradesh,2003,Causes,Drug Abuse/Addiction,Male,0-14,0
Andhra Pradesh,2003,Causes,Insanity/Mental Illness,Male,0-14,7
Andhra Pradesh,2003,Causes,Unemployment,Male,0-14,0
Andhra Pradesh,2003,Causes,Failure in Examination,Male,0-14,17
Andhra Pradesh,2003,Causes,Love Affairs,Male,0-14,6
Andhra Pradesh,2003,Causes,Death of Dear Person,Male,0-14,0
Andhra Pradesh,2003,Causes,Family Problems,Male,0-14,31
Andhra Pradesh,2003,Causes,Death of Dear Person,Female,15-29,1
Andhra Pradesh,2003,Causes,Drug Abuse/Addiction,Female,15-29,0
Andhra Pradesh,2003,Causes,Unemployment,Female,15-29,7
Andhra Pradesh,2003,Causes,Insanity/Mental Illness,Female,15-29,108
Andhra Pradesh,2003,Causes,Love Affairs,Female,15-29,80
Andhra Pradesh,2003,Causes,Fall in Social Reputation,Female,15-29,9
Andhra Pradesh,2003,Causes,Failure in Examination,Female,15-29,71
Andhra Pradesh,2003,Causes,Family Problems,Female,15-29,332
Andhra Pradesh,2003,Causes,Drug Abuse/Addiction,Male,15-29,3
Andhra Pradesh,2003,Causes,Insanity/Mental Illness,Male,15-29,159
Andhra Pradesh,2003,Causes,Fall in Social Reputation,Male,15-29,11
Andhra Pradesh,2003,Causes,Death of Dear Person,Male,15-29,8
Andhra Pradesh,2003,Causes,Failure in Examination,Male,15-29,109
Andhra Pradesh,2003,Causes,Unemployment,Male,15-29,52
Andhra Pradesh,2003,Causes,Love Affairs,Male,15-29,119
Andhra Pradesh,2003,Causes,Family Problems,Male,15-29,494
Andhra Pradesh,2003,Causes,Drug Abuse/Addiction,Female,30-44,0
Andhra Pradesh,2003,Causes,Love Affairs,Female,30-44,16
Andhra Pradesh,2003,Causes,Death of Dear Person,Female,30-44,3
Andhra Pradesh,2003,Causes,Unemployment,Female,30-44,10
Andhra Pradesh,2003,Causes,Insanity/Mental Illness,Female,30-44,101
Andhra Pradesh,2003,Causes,Fall in Social Reputation,Female,30-44,13
Andhra Pradesh,2003,Causes,Failure in Examination,Female,30-44,8
Andhra Pradesh,2003,Causes,Family Problems,Female,30-44,334
Andhra Pradesh,2003,Causes,Fall in Social Reputation,Male,30-44,29
Andhra Pradesh,2003,Causes,Drug Abuse/Addiction,Male,30-44,18
Andhra Pradesh,2003,Causes,Death of Dear Person,Male,30-44,6
Andhra Pradesh,2003,Causes,Insanity/Mental Illness,Male,30-44,247
Andhra Pradesh,2003,Causes,Love Affairs,Male,30-44,31
Andhra Pradesh,2003,Causes,Failure in Examination,Male,30-44,11
Andhra Pradesh,2003,Causes,Unemployment,Male,30-44,39
Andhra Pradesh,2003,Causes,Family Problems,Male,30-44,625
Andhra Pradesh,2003,Causes,Drug Abuse/Addiction,Female,45-59,0
Andhra Pradesh,2003,Causes,Love Affairs,Female,45-59,1
Andhra Pradesh,2003,Causes,Death of Dear Person,Female,45-59,5
Andhra Pradesh,2003,Causes,Failure in Examination,Female,45-59,0
Andhra Pradesh,2003,Causes,Fall in Social Reputation,Female,45-59,6
Andhra Pradesh,2003,Causes,Unemployment,Female,45-59,0
Andhra Pradesh,2003,Causes,Insanity/Mental Illness,Female,45-59,56
Andhra Pradesh,2003,Causes,Family Problems,Female,45-59,150
Andhra Pradesh,2003,Causes,Death of Dear Person,Male,45-59,18
Andhra Pradesh,2003,Causes,Family Problems,Male,45-59,293
Andhra Pradesh,2003,Causes,Love Affairs,Male,45-59,1
Andhra Pradesh,2003,Causes,Fall in Social Reputation,Male,45-59,20
Andhra Pradesh,2003,Causes,Failure in Examination,Male,45-59,0
Andhra Pradesh,2003,Causes,Drug Abuse/Addiction,Male,45-59,9
Andhra Pradesh,2003,Causes,Unemployment,Male,45-59,4
Andhra Pradesh,2003,Causes,Insanity/Mental Illness,Male,45-59,94
Andhra Pradesh,2003,Causes,Death of Dear Person,Female,60+,3
Andhra Pradesh,2003,Causes,Insanity/Mental Illness,Female,60+,14
Andhra Pradesh,2003,Causes,Love Affairs,Female,60+,0
Andhra Pradesh,2003,Causes,Failure in Examination,Female,60+,0
Andhra Pradesh,2003,Causes,Family Problems,Female,60+,33
Andhra Pradesh,2003,Causes,Drug Abuse/Addiction,Female,60+,0
Andhra Pradesh,2003,Causes,Unemployment,Female,60+,0
Andhra Pradesh,2003,Causes,Fall in Social Reputation,Female,60+,1
Andhra Pradesh,2003,Causes,Family Problems,Male,60+,78
Andhra Pradesh,2003,Causes,Drug Abuse/Addiction,Male,60+,1
Andhra Pradesh,2003,Causes,Love Affairs,Male,60+,0
Andhra Pradesh,2003,Causes,Unemployment,Male,60+,0
Andhra Pradesh,2003,Causes,Fall in Social Reputation,Male,60+,5
Andhra Pradesh,2003,Causes,Death of Dear Person,Male,60+,4
Andhra Pradesh,2003,Causes,Failure in Examination,Male,60+,0
Andhra Pradesh,2003,Causes,Insanity/Mental Illness,Male,60+,28
Andhra Pradesh,2003,Means_adopted,By Over Alcoholism,Female,0-14,0
Andhra Pradesh,2003,Means_adopted,By Overdose of sleeping pills,Female,0-14,0
Andhra Pradesh,2003,Means_adopted,By Over Alcoholism,Male,0-14,0
Andhra Pradesh,2003,Means_adopted,By Overdose of sleeping pills,Male,0-14,0
Andhra Pradesh,2003,Means_adopted,By Overdose of sleeping pills,Female,15-29,9
Andhra Pradesh,2003,Means_adopted,By Over Alcoholism,Female,15-29,0
Andhra Pradesh,2003,Means_adopted,By Over Alcoholism,Male,15-29,9
Andhra Pradesh,2003,Means_adopted,By Overdose of sleeping pills,Male,15-29,9
Andhra Pradesh,2003,Means_adopted,By Over Alcoholism,Female,30-44,2
Andhra Pradesh,2003,Means_adopted,By Overdose of sleeping pills,Female,30-44,9
Andhra Pradesh,2003,Means_adopted,By Over Alcoholism,Male,30-44,39
Andhra Pradesh,2003,Means_adopted,By Overdose of sleeping pills,Male,30-44,9
Andhra Pradesh,2003,Means_adopted,By Overdose of sleeping pills,Female,45-59,5
Andhra Pradesh,2003,Means_adopted,By Over Alcoholism,Female,45-59,0
Andhra Pradesh,2003,Means_adopted,By Over Alcoholism,Male,45-59,15
Andhra Pradesh,2003,Means_adopted,By Overdose of sleeping pills,Male,45-59,20
Andhra Pradesh,2003,Means_adopted,By Overdose of sleeping pills,Female,60+,5
Andhra Pradesh,2003,Means_adopted,By Over Alcoholism,Female,60+,2
Andhra Pradesh,2003,Means_adopted,By Overdose of sleeping pills,Male,60+,19
Andhra Pradesh,2003,Means_adopted,By Over Alcoholism,Male,60+,7
Andhra Pradesh,2004,Causes,Insanity/Mental Illness,Female,0-14,5
Andhra Pradesh,2004,Causes,Death of Dear Person,Female,0-14,0
Andhra Pradesh,2004,Causes,Love Affairs,Female,0-14,7
Andhra Pradesh,2004,Causes,Failure in Examination,Female,0-14,16
Andhra Pradesh,2004,Causes,Fall in Social Reputation,Female,0-14,0
Andhra Pradesh,2004,Causes,Family Problems,Female,0-14,26
Andhra Pradesh,2004,Causes,Unemployment,Female,0-14,0
Andhra Pradesh,2004,Causes,Drug Abuse/Addiction,Female,0-14,0
Andhra Pradesh,2004,Causes,Fall in Social Reputation,Male,0-14,0
Andhra Pradesh,2004,Causes,Insanity/Mental Illness,Male,0-14,2
Andhra Pradesh,2004,Causes,Love Affairs,Male,0-14,1
Andhra Pradesh,2004,Causes,Death of Dear Person,Male,0-14,0
Andhra Pradesh,2004,Causes,Drug Abuse/Addiction,Male,0-14,0
Andhra Pradesh,2004,Causes,Family Problems,Male,0-14,21
Andhra Pradesh,2004,Causes,Failure in Examination,Male,0-14,8
Andhra Pradesh,2004,Causes,Unemployment,Male,0-14,0
Andhra Pradesh,2004,Causes,Drug Abuse/Addiction,Female,15-29,0
Andhra Pradesh,2004,Causes,Insanity/Mental Illness,Female,15-29,82
Andhra Pradesh,2004,Causes,Death of Dear Person,Female,15-29,9
Andhra Pradesh,2004,Causes,Unemployment,Female,15-29,9
Andhra Pradesh,2004,Causes,Failure in Examination,Female,15-29,52
Andhra Pradesh,2004,Causes,Fall in Social Reputation,Female,15-29,3
Andhra Pradesh,2004,Causes,Family Problems,Female,15-29,433
Andhra Pradesh,2004,Causes,Love Affairs,Female,15-29,95
Andhra Pradesh,2004,Causes,Fall in Social Reputation,Male,15-29,5
Andhra Pradesh,2004,Causes,Failure in Examination,Male,15-29,90
Andhra Pradesh,2004,Causes,Family Problems,Male,15-29,534
Andhra Pradesh,2004,Causes,Unemployment,Male,15-29,51
Andhra Pradesh,2004,Causes,Drug Abuse/Addiction,Male,15-29,19
Andhra Pradesh,2004,Causes,Death of Dear Person,Male,15-29,8
Andhra Pradesh,2004,Causes,Love Affairs,Male,15-29,139
Andhra Pradesh,2004,Causes,Insanity/Mental Illness,Male,15-29,79
Andhra Pradesh,2004,Causes,Love Affairs,Female,30-44,11
Andhra Pradesh,2004,Causes,Unemployment,Female,30-44,8
Andhra Pradesh,2004,Causes,Death of Dear Person,Female,30-44,5
Andhra Pradesh,2004,Causes,Drug Abuse/Addiction,Female,30-44,2
Andhra Pradesh,2004,Causes,Fall in Social Reputation,Female,30-44,2
Andhra Pradesh,2004,Causes,Family Problems,Female,30-44,299
Andhra Pradesh,2004,Causes,Failure in Examination,Female,30-44,7
Andhra Pradesh,2004,Causes,Insanity/Mental Illness,Female,30-44,92
Andhra Pradesh,2004,Causes,Death of Dear Person,Male,30-44,16
Andhra Pradesh,2004,Causes,Fall in Social Reputation,Male,30-44,24
Andhra Pradesh,2004,Causes,Family Problems,Male,30-44,674
Andhra Pradesh,2004,Causes,Failure in Examination,Male,30-44,16
Andhra Pradesh,2004,Causes,Drug Abuse/Addiction,Male,30-44,18
Andhra Pradesh,2004,Causes,Love Affairs,Male,30-44,32
Andhra Pradesh,2004,Causes,Insanity/Mental Illness,Male,30-44,170
Andhra Pradesh,2004,Causes,Unemployment,Male,30-44,65
Andhra Pradesh,2004,Causes,Love Affairs,Female,45-59,1
Andhra Pradesh,2004,Causes,Insanity/Mental Illness,Female,45-59,43
Andhra Pradesh,2004,Causes,Failure in Examination,Female,45-59,0
Andhra Pradesh,2004,Causes,Unemployment,Female,45-59,1
Andhra Pradesh,2004,Causes,Family Problems,Female,45-59,112
Andhra Pradesh,2004,Causes,Drug Abuse/Addiction,Female,45-59,3
Andhra Pradesh,2004,Causes,Death of Dear Person,Female,45-59,1
Andhra Pradesh,2004,Causes,Fall in Social Reputation,Female,45-59,6
Andhra Pradesh,2004,Causes,Love Affairs,Male,45-59,11
Andhra Pradesh,2004,Causes,Family Problems,Male,45-59,367
Andhra Pradesh,2004,Causes,Drug Abuse/Addiction,Male,45-59,9
Andhra Pradesh,2004,Causes,Fall in Social Reputation,Male,45-59,7
Andhra Pradesh,2004,Causes,Death of Dear Person,Male,45-59,20
Andhra Pradesh,2004,Causes,Failure in Examination,Male,45-59,0
Andhra Pradesh,2004,Causes,Insanity/Mental Illness,Male,45-59,137
Andhra Pradesh,2004,Causes,Unemployment,Male,45-59,25
Andhra Pradesh,2004,Causes,Death of Dear Person,Female,60+,6
Andhra Pradesh,2004,Causes,Love Affairs,Female,60+,0
Andhra Pradesh,2004,Causes,Family Problems,Female,60+,35
Andhra Pradesh,2004,Causes,Failure in Examination,Female,60+,0
Andhra Pradesh,2004,Causes,Fall in Social Reputation,Female,60+,0
Andhra Pradesh,2004,Causes,Insanity/Mental Illness,Female,60+,17
Andhra Pradesh,2004,Causes,Unemployment,Female,60+,0
Andhra Pradesh,2004,Causes,Drug Abuse/Addiction,Female,60+,0
Andhra Pradesh,2004,Causes,Death of Dear Person,Male,60+,12
Andhra Pradesh,2004,Causes,Drug Abuse/Addiction,Male,60+,1
Andhra Pradesh,2004,Causes,Love Affairs,Male,60+,0
Andhra Pradesh,2004,Causes,Family Problems,Male,60+,76
Andhra Pradesh,2004,Causes,Fall in Social Reputation,Male,60+,7
Andhra Pradesh,2004,Causes,Unemployment,Male,60+,0
Andhra Pradesh,2004,Causes,Insanity/Mental Illness,Male,60+,33
Andhra Pradesh,2004,Causes,Failure in Examination,Male,60+,0
Andhra Pradesh,2004,Means_adopted,By Overdose of sleeping pills,Female,0-14,1
Andhra Pradesh,2004,Means_adopted,By Over Alcoholism,Female,0-14,0
Andhra Pradesh,2004,Means_adopted,By Over Alcoholism,Male,0-14,0
Andhra Pradesh,2004,Means_adopted,By Overdose of sleeping pills,Male,0-14,0
Andhra Pradesh,2004,Means_adopted,By Over Alcoholism,Female,15-29,1
Andhra Pradesh,2004,Means_adopted,By Overdose of sleeping pills,Female,15-29,12
Andhra Pradesh,2004,Means_adopted,By Over Alcoholism,Male,15-29,9
Andhra Pradesh,2004,Means_adopted,By Overdose of sleeping pills,Male,15-29,51
Andhra Pradesh,2004,Means_adopted,By Overdose of sleeping pills,Female,30-44,29
Andhra Pradesh,2004,Means_adopted,By Over Alcoholism,Female,30-44,1
Andhra Pradesh,2004,Means_adopted,By Over Alcoholism,Male,30-44,19
Andhra Pradesh,2004,Means_adopted,By Overdose of sleeping pills,Male,30-44,42
Andhra Pradesh,2004,Means_adopted,By Over Alcoholism,Female,45-59,0
Andhra Pradesh,2004,Means_adopted,By Overdose of sleeping pills,Female,45-59,10
Andhra Pradesh,2004,Means_adopted,By Over Alcoholism,Male,45-59,20
Andhra Pradesh,2004,Means_adopted,By Overdose of sleeping pills,Male,45-59,22
Andhra Pradesh,2004,Means_adopted,By Overdose of sleeping pills,Female,60+,0
Andhra Pradesh,2004,Means_adopted,By Over Alcoholism,Female,60+,0
Andhra Pradesh,2004,Means_adopted,By Overdose of sleeping pills,Male,60+,7
Andhra Pradesh,2004,Means_adopted,By Over Alcoholism,Male,60+,7
Andhra Pradesh,2005,Causes,Love Affairs,Female,0-14,3
Andhra Pradesh,2005,Causes,Death of Dear Person,Female,0-14,0
Andhra Pradesh,2005,Causes,Failure in Examination,Female,0-14,12
Andhra Pradesh,2005,Causes,Drug Abuse/Addiction,Female,0-14,0
Andhra Pradesh,2005,Causes,Family Problems,Female,0-14,36
Andhra Pradesh,2005,Causes,Insanity/Mental Illness,Female,0-14,5
Andhra Pradesh,2005,Causes,Fall in Social Reputation,Female,0-14,0
Andhra Pradesh,2005,Causes,Unemployment,Female,0-14,0
Andhra Pradesh,2005,Causes,Failure in Examination,Male,0-14,5
Andhra Pradesh,2005,Causes,Family Problems,Male,0-14,30
Andhra Pradesh,2005,Causes,Love Affairs,Male,0-14,2
Andhra Pradesh,2005,Causes,Unemployment,Male,0-14,0
Andhra Pradesh,2005,Causes,Fall in Social Reputation,Male,0-14,0
Andhra Pradesh,2005,Causes,Insanity/Mental Illness,Male,0-14,1
Andhra Pradesh,2005,Causes,Drug Abuse/Addiction,Male,0-14,0
Andhra Pradesh,2005,Causes,Death of Dear Person,Male,0-14,0
Andhra Pradesh,2005,Causes,Drug Abuse/Addiction,Female,15-29,2
Andhra Pradesh,2005,Causes,Failure in Examination,Female,15-29,91
Andhra Pradesh,2005,Causes,Fall in Social Reputation,Female,15-29,3
Andhra Pradesh,2005,Causes,Family Problems,Female,15-29,387
Andhra Pradesh,2005,Causes,Death of Dear Person,Female,15-29,5
Andhra Pradesh,2005,Causes,Insanity/Mental Illness,Female,15-29,103
Andhra Pradesh,2005,Causes,Love Affairs,Female,15-29,107
Andhra Pradesh,2005,Causes,Unemployment,Female,15-29,6
Andhra Pradesh,2005,Causes,Drug Abuse/Addiction,Male,15-29,1
Andhra Pradesh,2005,Causes,Love Affairs,Male,15-29,97
Andhra Pradesh,2005,Causes,Failure in Examination,Male,15-29,107
Andhra Pradesh,2005,Causes,Fall in Social Reputation,Male,15-29,7
Andhra Pradesh,2005,Causes,Family Problems,Male,15-29,516
Andhra Pradesh,2005,Causes,Unemployment,Male,15-29,57
Andhra Pradesh,2005,Causes,Insanity/Mental Illness,Male,15-29,101
Andhra Pradesh,2005,Causes,Death of Dear Person,Male,15-29,16
Andhra Pradesh,2005,Causes,Unemployment,Female,30-44,4
Andhra Pradesh,2005,Causes,Failure in Examination,Female,30-44,4
Andhra Pradesh,2005,Causes,Death of Dear Person,Female,30-44,9
Andhra Pradesh,2005,Causes,Love Affairs,Female,30-44,15
Andhra Pradesh,2005,Causes,Fall in Social Reputation,Female,30-44,3
Andhra Pradesh,2005,Causes,Family Problems,Female,30-44,298
Andhra Pradesh,2005,Causes,Drug Abuse/Addiction,Female,30-44,0
Andhra Pradesh,2005,Causes,Insanity/Mental Illness,Female,30-44,110
Andhra Pradesh,2005,Causes,Fall in Social Reputation,Male,30-44,3
Andhra Pradesh,2005,Causes,Family Problems,Male,30-44,625
Andhra Pradesh,2005,Causes,Death of Dear Person,Male,30-44,20
Andhra Pradesh,2005,Causes,Drug Abuse/Addiction,Male,30-44,10
Andhra Pradesh,2005,Causes,Love Affairs,Male,30-44,26
Andhra Pradesh,2005,Causes,Failure in Examination,Male,30-44,15
Andhra Pradesh,2005,Causes,Insanity/Mental Illness,Male,30-44,204
Andhra Pradesh,2005,Causes,Unemployment,Male,30-44,37
Andhra Pradesh,2005,Causes,Family Problems,Female,45-59,155
Andhra Pradesh,2005,Causes,Insanity/Mental Illness,Female,45-59,73
Andhra Pradesh,2005,Causes,Failure in Examination,Female,45-59,0
Andhra Pradesh,2005,Causes,Unemployment,Female,45-59,0
Andhra Pradesh,2005,Causes,Love Affairs,Female,45-59,0
Andhra Pradesh,2005,Causes,Fall in Social Reputation,Female,45-59,1
Andhra Pradesh,2005,Causes,Death of Dear Person,Female,45-59,5
Andhra Pradesh,2005,Causes,Drug Abuse/Addiction,Female,45-59,0
Andhra Pradesh,2005,Causes,Love Affairs,Male,45-59,4
Andhra Pradesh,2005,Causes,Fall in Social Reputation,Male,45-59,22
Andhra Pradesh,2005,Causes,Insanity/Mental Illness,Male,45-59,122
Andhra Pradesh,2005,Causes,Failure in Examination,Male,45-59,2
Andhra Pradesh,2005,Causes,Unemployment,Male,45-59,10
Andhra Pradesh,2005,Causes,Death of Dear Person,Male,45-59,17
Andhra Pradesh,2005,Causes,Drug Abuse/Addiction,Male,45-59,6
Andhra Pradesh,2005,Causes,Family Problems,Male,45-59,362
Andhra Pradesh,2005,Causes,Fall in Social Reputation,Female,60+,0
Andhra Pradesh,2005,Causes,Failure in Examination,Female,60+,0
Andhra Pradesh,2005,Causes,Love Affairs,Female,60+,0
Andhra Pradesh,2005,Causes,Unemployment,Female,60+,0
Andhra Pradesh,2005,Causes,Drug Abuse/Addiction,Female,60+,0
Andhra Pradesh,2005,Causes,Death of Dear Person,Female,60+,2
Andhra Pradesh,2005,Causes,Insanity/Mental Illness,Female,60+,39
Andhra Pradesh,2005,Causes,Family Problems,Female,60+,92
Andhra Pradesh,2005,Causes,Unemployment,Male,60+,0
Andhra Pradesh,2005,Causes,Failure in Examination,Male,60+,0
Andhra Pradesh,2005,Causes,Love Affairs,Male,60+,0
Andhra Pradesh,2005,Causes,Family Problems,Male,60+,111
Andhra Pradesh,2005,Causes,Insanity/Mental Illness,Male,60+,64
Andhra Pradesh,2005,Causes,Drug Abuse/Addiction,Male,60+,0
Andhra Pradesh,2005,Causes,Death of Dear Person,Male,60+,15
Andhra Pradesh,2005,Causes,Fall in Social Reputation,Male,60+,2
Andhra Pradesh,2005,Means_adopted,By Overdose of sleeping pills,Female,0-14,0
Andhra Pradesh,2005,Means_adopted,By Over Alcoholism,Female,0-14,0
Andhra Pradesh,2005,Means_adopted,By Overdose of sleeping pills,Male,0-14,0
Andhra Pradesh,2005,Means_adopted,By Over Alcoholism,Male,0-14,0
Andhra Pradesh,2005,Means_adopted,By Overdose of sleeping pills,Female,15-29,8
Andhra Pradesh,2005,Means_adopted,By Over Alcoholism,Female,15-29,0
Andhra Pradesh,2005,Means_adopted,By Overdose of sleeping pills,Male,15-29,3
Andhra Pradesh,2005,Means_adopted,By Over Alcoholism,Male,15-29,23
Andhra Pradesh,2005,Means_adopted,By Overdose of sleeping pills,Female,30-44,3
Andhra Pradesh,2005,Means_adopted,By Over Alcoholism,Female,30-44,0
Andhra Pradesh,2005,Means_adopted,By Overdose of sleeping pills,Male,30-44,3
Andhra Pradesh,2005,Means_adopted,By Over Alcoholism,Male,30-44,56
Andhra Pradesh,2005,Means_adopted,By Overdose of sleeping pills,Female,45-59,6
Andhra Pradesh,2005,Means_adopted,By Over Alcoholism,Female,45-59,0
Andhra Pradesh,2005,Means_adopted,By Overdose of sleeping pills,Male,45-59,18
Andhra Pradesh,2005,Means_adopted,By Over Alcoholism,Male,45-59,34
Andhra Pradesh,2005,Means_adopted,By Over Alcoholism,Female,60+,0
Andhra Pradesh,2005,Means_adopted,By Overdose of sleeping pills,Female,60+,10
Andhra Pradesh,2005,Means_adopted,By Overdose of sleeping pills,Male,60+,1
Andhra Pradesh,2005,Means_adopted,By Over Alcoholism,Male,60+,8
Andhra Pradesh,2006,Causes,Drug Abuse/Addiction,Female,0-14,0
Andhra Pradesh,2006,Causes,Love Affairs,Female,0-14,3
Andhra Pradesh,2006,Causes,Insanity/Mental Illness,Female,0-14,38
Andhra Pradesh,2006,Causes,Family Problems,Female,0-14,28
Andhra Pradesh,2006,Causes,Unemployment,Female,0-14,0
Andhra Pradesh,2006,Causes,Failure in Examination,Female,0-14,7
Andhra Pradesh,2006,Causes,Fall in Social Reputation,Female,0-14,3
Andhra Pradesh,2006,Causes,Death of Dear Person,Female,0-14,0
Andhra Pradesh,2006,Causes,Love Affairs,Male,0-14,7
Andhra Pradesh,2006,Causes,Drug Abuse/Addiction,Male,0-14,0
Andhra Pradesh,2006,Causes,Fall in Social Reputation,Male,0-14,0
Andhra Pradesh,2006,Causes,Insanity/Mental Illness,Male,0-14,12
Andhra Pradesh,2006,Causes,Family Problems,Male,0-14,17
Andhra Pradesh,2006,Causes,Failure in Examination,Male,0-14,12
Andhra Pradesh,2006,Causes,Unemployment,Male,0-14,0
Andhra Pradesh,2006,Causes,Death of Dear Person,Male,0-14,2
Andhra Pradesh,2006,Causes,Unemployment,Female,15-29,9
Andhra Pradesh,2006,Causes,Insanity/Mental Illness,Female,15-29,118
Andhra Pradesh,2006,Causes,Family Problems,Female,15-29,446
Andhra Pradesh,2006,Causes,Love Affairs,Female,15-29,87
Andhra Pradesh,2006,Causes,Drug Abuse/Addiction,Female,15-29,0
Andhra Pradesh,2006,Causes,Failure in Examination,Female,15-29,83
Andhra Pradesh,2006,Causes,Death of Dear Person,Female,15-29,3
Andhra Pradesh,2006,Causes,Fall in Social Reputation,Female,15-29,8
Andhra Pradesh,2006,Causes,Family Problems,Male,15-29,624
Andhra Pradesh,2006,Causes,Insanity/Mental Illness,Male,15-29,133
Andhra Pradesh,2006,Causes,Death of Dear Person,Male,15-29,11
Andhra Pradesh,2006,Causes,Fall in Social Reputation,Male,15-29,7
Andhra Pradesh,2006,Causes,Drug Abuse/Addiction,Male,15-29,11
Andhra Pradesh,2006,Causes,Failure in Examination,Male,15-29,99
Andhra Pradesh,2006,Causes,Love Affairs,Male,15-29,128
Andhra Pradesh,2006,Causes,Unemployment,Male,15-29,55
Andhra Pradesh,2006,Causes,Unemployment,Female,30-44,6
Andhra Pradesh,2006,Causes,Love Affairs,Female,30-44,10
Andhra Pradesh,2006,Causes,Family Problems,Female,30-44,275
Andhra Pradesh,2006,Causes,Insanity/Mental Illness,Female,30-44,97
Andhra Pradesh,2006,Causes,Drug Abuse/Addiction,Female,30-44,0
Andhra Pradesh,2006,Causes,Failure in Examination,Female,30-44,0
Andhra Pradesh,2006,Causes,Death of Dear Person,Female,30-44,5
Andhra Pradesh,2006,Causes,Fall in Social Reputation,Female,30-44,7
Andhra Pradesh,2006,Causes,Fall in Social Reputation,Male,30-44,11
Andhra Pradesh,2006,Causes,Drug Abuse/Addiction,Male,30-44,15
Andhra Pradesh,2006,Causes,Family Problems,Male,30-44,647
Andhra Pradesh,2006,Causes,Death of Dear Person,Male,30-44,9
Andhra Pradesh,2006,Causes,Unemployment,Male,30-44,38
Andhra Pradesh,2006,Causes,Insanity/Mental Illness,Male,30-44,140
Andhra Pradesh,2006,Causes,Love Affairs,Male,30-44,32
Andhra Pradesh,2006,Causes,Failure in Examination,Male,30-44,12
Andhra Pradesh,2006,Causes,Fall in Social Reputation,Female,45-59,3
Andhra Pradesh,2006,Causes,Unemployment,Female,45-59,0
Andhra Pradesh,2006,Causes,Drug Abuse/Addiction,Female,45-59,0
Andhra Pradesh,2006,Causes,Death of Dear Person,Female,45-59,3
Andhra Pradesh,2006,Causes,Failure in Examination,Female,45-59,0
Andhra Pradesh,2006,Causes,Family Problems,Female,45-59,97
Andhra Pradesh,2006,Causes,Love Affairs,Female,45-59,1
Andhra Pradesh,2006,Causes,Insanity/Mental Illness,Female,45-59,33
Andhra Pradesh,2006,Causes,Insanity/Mental Illness,Male,45-59,129
Andhra Pradesh,2006,Causes,Failure in Examination,Male,45-59,0
Andhra Pradesh,2006,Causes,Death of Dear Person,Male,45-59,9
Andhra Pradesh,2006,Causes,Drug Abuse/Addiction,Male,45-59,9
Andhra Pradesh,2006,Causes,Love Affairs,Male,45-59,11
Andhra Pradesh,2006,Causes,Fall in Social Reputation,Male,45-59,8
Andhra Pradesh,2006,Causes,Unemployment,Male,45-59,17
Andhra Pradesh,2006,Causes,Family Problems,Male,45-59,352
Andhra Pradesh,2006,Causes,Death of Dear Person,Female,60+,3
Andhra Pradesh,2006,Causes,Fall in Social Reputation,Female,60+,0
Andhra Pradesh,2006,Causes,Family Problems,Female,60+,34
Andhra Pradesh,2006,Causes,Love Affairs,Female,60+,0
Andhra Pradesh,2006,Causes,Failure in Examination,Female,60+,0
Andhra Pradesh,2006,Causes,Insanity/Mental Illness,Female,60+,26
Andhra Pradesh,2006,Causes,Unemployment,Female,60+,0
Andhra Pradesh,2006,Causes,Drug Abuse/Addiction,Female,60+,1
Andhra Pradesh,2006,Causes,Death of Dear Person,Male,60+,1
Andhra Pradesh,2006,Causes,Failure in Examination,Male,60+,0
Andhra Pradesh,2006,Causes,Love Affairs,Male,60+,0
Andhra Pradesh,2006,Causes,Drug Abuse/Addiction,Male,60+,6
Andhra Pradesh,2006,Causes,Fall in Social Reputation,Male,60+,2
Andhra Pradesh,2006,Causes,Unemployment,Male,60+,2
Andhra Pradesh,2006,Causes,Family Problems,Male,60+,80
Andhra Pradesh,2006,Causes,Insanity/Mental Illness,Male,60+,49
Andhra Pradesh,2006,Means_adopted,By Over Alcoholism,Female,0-14,0
Andhra Pradesh,2006,Means_adopted,By Overdose of sleeping pills,Female,0-14,0
Andhra Pradesh,2006,Means_adopted,By Over Alcoholism,Male,0-14,0
Andhra Pradesh,2006,Means_adopted,By Overdose of sleeping pills,Male,0-14,6
Andhra Pradesh,2006,Means_adopted,By Overdose of sleeping pills,Female,15-29,14
Andhra Pradesh,2006,Means_adopted,By Over Alcoholism,Female,15-29,1
Andhra Pradesh,2006,Means_adopted,By Overdose of sleeping pills,Male,15-29,6
Andhra Pradesh,2006,Means_adopted,By Over Alcoholism,Male,15-29,27
Andhra Pradesh,2006,Means_adopted,By Overdose of sleeping pills,Female,30-44,8
Andhra Pradesh,2006,Means_adopted,By Over Alcoholism,Female,30-44,2
Andhra Pradesh,2006,Means_adopted,By Overdose of sleeping pills,Male,30-44,19
Andhra Pradesh,2006,Means_adopted,By Over Alcoholism,Male,30-44,66
Andhra Pradesh,2006,Means_adopted,By Over Alcoholism,Female,45-59,0
Andhra Pradesh,2006,Means_adopted,By Overdose of sleeping pills,Female,45-59,3
